"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"393","중랑구_자전거거치대_92","자전거 거치대","사용","일반","127.096293684","37.610154499","[127.096293684429837.61015449922217]","Point","","서울특별시 중랑구 신내로 126","서울특별시 중랑구 신내동 397","02054","다사64365682","자전거 편의시설","13001.020683","2022-03-10 14:01:01","2022-03-10 14:01:01","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"394","중랑구_자전거거치대_94","자전거 거치대","사용","일반","127.084044582","37.582134233","[127.0840445820648337.58213423299197]","Point","","서울특별시 중랑구 면목로45길 82","서울특별시 중랑구 면목동 1509-1","02227","다사63275371","자전거 편의시설","11081.860728","2022-03-10 14:05:34","2022-03-10 14:05:34","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"395","중랑구_자전거거치대_35","자전거 거치대","사용","일반","127.087871515","37.587379726","[127.0878715149571937.58737972643792]","Point","","서울특별시 중랑구 면목로 395-1","서울특별시 중랑구 면목동 483-23","02219","다사63615430","자전거 편의시설","11553.589796","2022-03-10 10:28:41","2022-03-10 10:28:41","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"396","중랑구_자전거거치대_79","자전거 거치대","사용","일반","127.086109019","37.594813438","[127.0861090192634637.594813438454956]","Point","","서울특별시 중랑구 면목로 480","서울특별시 중랑구 상봉동 102-124","02148","다사63465512","자전거 편의시설","11555.660976","2022-03-10 13:29:34","2022-03-10 13:29:34","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"397","중랑구_자전거거치대_26","자전거 거치대","사용","일반","127.077628740","37.610221511","[127.0776287399559437.61022151084219]","Point","","서울특별시 중랑구 동일로 893","서울특별시 중랑구 묵동 239-80","02006","다사62725683","자전거 편의시설","11277.383986","2022-02-23 09:51:07","2022-02-23 09:51:07","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"398","강남구_공기주입기_수동식_003","자전거 공기주입기","사용","일반","127.062306529","37.504567362","[]","Point","","서울특별시 강남구 역삼로 541","서울특별시 강남구 대치동 952-1","06183","다사61314512","자전거 편의시설","10595.220982","2022-09-22 13:59:03","2022-03-16 16:41:35","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","학교 내 시설로 학생 및 교직원만 이용가능합니다.","설치지역","학교|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","수동식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"399","양천구 공기주입기 033","자전거 공기주입기","사용","일반","126.870436940","37.527167242","[]","Point","","서울특별시 양천구 목동서로 225","서울특별시 양천구 목동 923-6","07995","","자전거 편의시설","11062.308739","2022-01-16 09:34:33","2022-01-16 09:34:33","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|공공시설|","상세위치(예 OO동 주민센터)","양천구 목1동 923-6 한국예술단체총연합회","설치유형(*공기주입기와 주차장 만 선택하세요.)","기계식|","설치/이용가능대수(예 00대)","1","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","양천구청 교통행정과","양천구청 교통행정과"
"400","동작구 공기주입기-002","자전거 공기주입기","사용","일반","126.927396598","37.512790643","[]","Point","","서울특별시 동작구 노량진로 10","서울특별시 동작구 대방동 106-3","06938","","자전거 편의시설","6982.064439","2022-01-12 15:43:18","2022-01-12 15:43:18","","","","","","","","","","운영시간 (24시)","","설치지역","지하철역|","상세위치(대방역 2번출구)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","수동식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"401","동작구 공기주입기-008","자전거 공기주입기","사용","일반","126.913553917","37.488117669","[]","Point","","서울특별시 동작구 신대방2길 14","서울특별시 동작구 신대방동 643-1","07066","","자전거 편의시설","9756.611803","2022-01-12 16:30:50","2022-01-12 16:30:50","","","","","","","","","","운영시간 (24시)","","설치지역","학교|","상세위치(문창초등학교)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","수동식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"402","동작구 공기주입기-015","자전거 공기주입기","사용","일반","126.981528345","37.478239624","[]","Point","","서울특별시 동작구 동작대로 19","서울특별시 동작구 사당동 1112","07025","","자전거 편의시설","8618.171099","2022-01-12 17:25:10","2022-01-12 17:25:10","","","","","","","","","","운영시간 (24시)","","설치지역","지하철역|","상세위치(사당역 10번 출구)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","수동식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"403","동작구 공기주입기-012","자전거 공기주입기","사용","일반","126.939335661","37.505632591","[]","Point","","서울특별시 동작구 장승배기로11가길 11","서울특별시 동작구 상도동 902","06937","","자전거 편의시설","6837.082719","2022-01-12 16:51:12","2022-01-12 16:51:12","","","","","","","","","","운영시간 (24시)","","설치지역","지하철역|","상세위치(장승배기역 5번 출구)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","수동식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"404","동작구 공기주입기-003","자전거 공기주입기","사용","일반","126.982436761","37.495813032","[]","Point","","서울특별시 동작구 동작대로 213","서울특별시 동작구 동작동 102-35","06994","","자전거 편의시설","6877.409439","2022-01-12 15:48:08","2022-01-12 15:48:08","","","","","","","","","","운영시간 (24시)","","설치지역","기타|공영주차장|","상세위치(갯마을공영주차장)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","수동식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"405","동작구 공기주입기-005","자전거 공기주입기","사용","일반","126.947875333","37.503449477","[]","Point","","서울특별시 동작구 양녕로 259","서울특별시 동작구 상도1동 676-3","06919","","자전거 편의시설","6636.149509","2022-01-12 15:56:26","2022-01-12 15:56:26","","","","","","","","","","운영시간 (24시)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","수동식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"406","동작구 공기주입기-006","자전거 공기주입기","사용","일반","126.954384391","37.495190964","[]","Point","","서울특별시 동작구 상도로 376-1","서울특별시 동작구 상도동 514","07040","","자전거 편의시설","7188.789525","2022-01-12 15:59:10","2022-01-12 15:59:10","","","","","","","","","","운영시간 (24시)","","설치지역","지하철역|","상세위치(숭실대입구역 1번출구)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","수동식|","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
